created_at,text,sentiment
2017-11-30T02:49:22Z,"mzn,veri,veriton,rip,higher,recogn,aw",1
2017-11-30T02:55:16Z,"pdn,vc,nassau,come,sold,top,msft,amzn,dpw",0
2017-11-30T02:55:18Z,"amazon,could,gener,revenu,walmart,year,amzn,wmt",0
2017-11-30T02:56:01Z,"tmall,geni,grow,reach,level,play,ground,amzn,baba,aapl",0
2017-11-30T03:00:19Z,"er,stock,ep,project,north,amzn,avgo,azo,ba,baba,bbi,bc,bdx,bhge",0
2017-11-30T03:01:42Z,"mzn,nation,footbal,leagu,select,aw,offici,cloud,machin,learn,provid,next,gen,stat",1
2017-11-30T03:15:01Z,"mzn,aw,ha,three,major,account,alreadi,great,news,long,work,feel,good",1
2017-11-30T03:21:37Z,"mzn,bezo,still,richest,person,earth",1
2017-11-30T03:22:59Z,"mzn,ha,rsi,amzn",0
2017-11-30T03:31:39Z,"q,baba,aapl,nflx,shop,amzn,tec,feel,bad,peopl,know,reason",0
2017-11-30T03:32:01Z,"irtyneck,tynoh,like,bezo,amzn,lol",1
2017-11-30T03:32:24Z,"q,baba,aapl,nflx,shop,amzn,green,tomorrow,red,week,ty,vix,sqqq",0
2017-11-30T03:34:55Z,"bought,bull,full,recoveri,bull,tomm,amzn,fb,aapl",1
2017-11-30T03:37:06Z,"mzn,ha,excel,technic,rate,qualiti,setup,onli,medium,moment,price,movem",0
2017-11-30T03:38:47Z,"q,baba,aapl,nflx,shop,amzn,fill,us",0
2017-11-30T03:39:14Z,"q,baba,aapl,nflx,shop,amzn,yeah,love,know",0
2017-11-30T03:43:41Z,"omo,nvda,intc,soxl,txn,aapl,amzn,fb,googl,nflx,check,review,watchlist",0
2017-11-30T03:44:43Z,"wlo,azur,msft,aw,amzn,goog,cloud,csco,long,come,ride",1
2017-11-30T03:51:45Z,mzn,1
2017-11-30T03:52:34Z,"wensassetfund,hope,toni,nasdboy,btmfd,easi,money,aapl,fb,crm,pcln,amzn",0
2017-11-30T03:54:04Z,"tbit,strong,black,friday,show,fit,fitibt,parkjam,amzn",0
2017-11-30T03:55:49Z,"mzn,analyst,estim,expect,yoy,revenu,growth,report,amc",0
2017-11-30T04:04:36Z,"mzn,nflx,fb,nvda,ea,tsla,shock,see,daili,declin,quot,fang,quot,type,momo,stock,possibl,soon",-1
2017-11-30T04:05:41Z,"mzn,amazon,hope,compani,use,alexa,offic",0
2017-11-30T04:06:57Z,"xn,integr,simplelink,mcu,platform,new,amzn,freerto,quick,cloud,connect",0
2017-11-30T04:08:49Z,"tm,collabor,amzn,aw,complet,iot,solut,amazon,freerto",0
2017-11-30T04:10:57Z,"mzn,crude,futur,green,ahead,opec,meet",0
2017-11-30T04:13:53Z,"mzn,look,like,anoth,dip,n,morn,buy,call,soon",0
2017-11-30T04:18:28Z,"mzn,bezo,send,alexa,home,offic",0
2017-11-30T04:19:02Z,"mzn,unfortunatey,someon,grope",0
2017-11-30T04:21:49Z,"happen,big,nasdaq,plung,like,wednesday,surpris,qqq,aapl,amzn,nflx",0
2017-11-30T04:23:17Z,"mzn,gs,analyst,cover,hi,compani,ass,nice,hike,vega,gs,roll,dice,suck",0
